7881594010693; -0,049033254; 0,1765197; 10,247951;
7881663926463; -0,058839902; 0,18632637; 10,238143;
7881680650097; -0,039226603; 0,18632637; 10,238143;
7881690781933; -0,078453206; 0,19613302; 10,257756;
7881700578075; -0,058839902; 0,1765197; 10,247951;
7881710862499; -0,049033254; 0,1765197; 10,238143;
7881720536570; -0,039226603; 0,20593967; 10,179304;
7881730546335; -0,049033254; 0,19613302; 10,21853;
7881740556101; -0,049033254; 0,1765197; 10,208723;
7881750596385; -0,019613301; 0,1765197; 10,21853;
7881760636668; -0,039226603; 0,1765197; 10,21853;
7881770585399; -0,06864655; 0,1765197; 10,21853;
7881780625683; -0,058839902; 0,19613302; 10,228337;
7881790635449; -0,058839902; 0,1765197; 10,198917;
7881800645215; -0,039226603; 0,19613302; 10,179304;
7881810685497; -0,019613301; 0,1765197; 10,169497;
7881820603710; -0,049033254; 0,16671306; 10,208723;
7881830766063; -0,019613301; 0,15690641; 10,21853;
7881840653757; -0,049033254; 0,14709976; 10,179304;
7881851182322; -0,039226603; 0,14709976; 10,208723;
7881860825877; -0,039226603; 0,18632637; 10,208723;
7881877061229; -0,06864655; 0,16671306; 10,179304;
7881880601269; -0,039226603; 0,1765197; 10,149884;
7881890549999; -0,029419951; 0,15690641; 10,15969;
7881900559765; -0,049033254; 0,16671306; 10,140077;
7881911149365; -0,049033254; 0,14709976; 10,15969;
7881923234325; -0,029419951; 0,14709976; 10,169497;
7881932481151; -0,029419951; 0,1372931; 10,169497;
7881940690379; -0,009806651; 0,117679805; 10,179304;
7881950578074; -0,039226603; 0,14709976; 10,21853;
7881960557322; -0,039226603; 0,15690641; 10,238143;
7881970719676; -0,029419951; 0,16671306; 10,228337;
7881980576854; -0,039226603; 0,1765197; 10,238143;
7881990647655; -0,009806651; 0,16671306; 10,238143;
7882000901562; -0,019613301; 0,15690641; 10,238143;
7882010819775; -0,029419951; 0,1765197; 10,247951;
7882020646435; -0,049033254; 0,15690641; 10,198917;
7882040086131; -0,029419951; 0,14709976; 10,208723;
7882040971141; -0,049033254; 0,15690641; 10,238143;
7882050736765; -0,039226603; 0,19613302; 10,238143;
7882060563426; -0,029419951; 0,21574631; 10,238143;
7882071122508; -0,029419951; 0,1765197; 10,247951;
7882080613475; -0,058839902; 0,18632637; 10,21853;
7882090653759; -0,039226603; 0,1765197; 10,257756;
7882101365429; -0,049033254; 0,16671306; 10,208723;
7882110795361; -0,039226603; 0,14709976; 10,198917;
7882120591504; -0,058839902; 0,18632637; 10,208723;
7882130540234; -0,06864655; 0,1765197; 10,198917;
7882140702587; -0,029419951; 0,15690641; 10,228337;
7882150651316; -0,019613301; 0,16671306; 10,238143;
7882160661081; -0,029419951; 0,15690641; 10,208723;
7882170670848; -0,039226603; 0,19613302; 10,238143;
7882180619578; -0,039226603; 0,18632637; 10,257756;
7882190568309; -0,029419951; 0,18632637; 10,228337;
7882200578075; 0,009806651; 0,1765197; 10,238143;
7882210557324; -0,019613301; 0,1765197; 10,179304;
7882220597607; -0,039226603; 0,16671306; 10,179304;
7882235001904; -0,039226603; 0,14709976; 10,179304;
7882240830761; -0,078453206; 0,16671306; 10,238143;
7882250718456; -0,078453206; 0,16671306; 10,208723;
7882260606151; -0,078453206; 0,18632637; 10,198917;
7882270615916; -0,049033254; 0,19613302; 10,21853;
7882280747752; -0,058839902; 0,19613302; 10,18911;
7882290757518; -0,039226603; 0,1765197; 10,208723;
7882300706249; -0,058839902; 0,18632637; 10,238143;
7882310563427; -0,058839902; 0,15690641; 10,198917;
7882320695263; -0,06864655; 0,14709976; 10,238143;
7882330643994; -0,049033254; 0,1765197; 10,228337;
7882340653759; -0,049033254; 0,20593967; 10,21853;
7882350694042; -0,009806651; 0,18632637; 10,238143;
7882360612254; -0,029419951; 0,18632637; 10,238143;
7882370713572; -0,039226603; 0,18632637; 10,257756;
7882380631785; -0,058839902; 0,1765197; 10,27737;
7882390763621; -0,058839902; 0,18632637; 10,247951;
7882400712352; -0,08825985; 0,19613302; 10,27737;
7882410630565; -0,078453206; 0,19613302; 10,257756;
7882420640331; -0,049033254; 0,1765197; 10,208723;
7882430650097; -0,049033254; 0,1765197; 10,238143;
7882431229931; -0,019613301; 0,1765197; 10,238143;
7882440842969; -0,019613301; 0,20593967; 10,27737;
7882450883251; -0,029419951; 0,20593967; 10,27737;
7882460740428; -0,029419951; 0,16671306; 10,257756;
7882470628123; 0,0; 0,20593967; 10,228337;
7882480698923; -0,019613301; 0,20593967; 10,228337;
7882491471629; -0,009806651; 0,18632637; 10,287176;
7882500596385; -0,039226603; 0,20593967; 10,27737;
7882510728221; -0,049033254; 0,19613302; 10,228337;
7882520615917; -0,049033254; 0,21574631; 10,169497;
7882530595165; -0,039226603; 0,1765197; 10,198917;
7882540604931; -0,058839902; 0,14709976; 10,208723;
7882550797803; -0,029419951; 0,19613302; 10,21853;
7882560654980; -0,049033254; 0,20593967; 10,15969;
7882570634227; -0,029419951; 0,1765197; 10,140077;
7882580643992; -0,029419951; 0,20593967; 10,198917;
7882590714793; -0,049033254; 0,22555298; 10,208723;
7882600724559; -0,039226603; 0,15690641; 10,247951;
7882610551219; -0,039226603; 0,1372931; 10,247951;
7882620530468; -0,039226603; 0,10787316; 10,198917;
7882630753857; -0,049033254; 0,1372931; 10,238143;
7882640611035; -0,049033254; 0,15690641; 10,228337;
7882650590283; -0,039226603; 0,16671306; 10,198917;
7882660600048; -0,039226603; 0,18632637; 10,228337;
7882670609813; -0,058839902; 0,19613302; 10,238143;
7882680589061; -0,049033254; 0,1765197; 10,21853;
7882690537790; -0,06864655; 0,19613302; 10,208723;
7882700578074; -0,039226603; 0,20593967; 10,21853;
7882710648875; -0,019613301; 0,18632637; 10,198917;
7882720933299; 0,0; 0,19613302; 10,238143;
7882731492382; -0,049033254; 0,16671306; 10,21853;
7882740586620; -0,049033254; 0,20593967; 10,198917;
7882750535351; -0,019613301; 0,21574631; 10,21853;
7882760545117; -0,019613301; 0,20593967; 10,257756;
7882770768505; -0,039226603; 0,19613302; 10,198917;
7882780961376; -0,039226603; 0,15690641; 10,198917;
7882790665965; -0,019613301; 0,16671306; 10,208723;
7882800675730; -0,009806651; 0,14709976; 10,238143;
7882810563426; -0,029419951; 0,19613302; 10,238143;
7882820695262; -0,039226603; 0,18632637; 10,247951;
7882832078319; -0,039226603; 0,19613302; 10,228337;
7882840867382; -0,058839902; 0,1765197; 10,257756;
7882850816113; -0,049033254; 0,15690641; 10,238143;
7882861527783; -0,029419951; 0,12748645; 10,208723;
7882870774610; -0,039226603; 0,117679805; 10,21853;
7882881638867; -0,029419951; 0,1372931; 10,21853;
7882890733104; -0,029419951; 0,15690641; 10,198917;
7882900620799; -0,029419951; 0,14709976; 10,247951;
7882911027293; -0,009806651; 0,15690641; 10,208723;
7882920823436; -0,019613301; 0,14709976; 10,208723;
7882930650096; -0,019613301; 0,14709976; 10,21853;
7882940659862; -0,029419951; 0,14709976; 10,247951;
7882950669628; -0,029419951; 0,18632637; 10,18911;
7882960618359; -0,039226603; 0,16671306; 10,257756;
7882970841748; -0,058839902; 0,14709976; 10,238143;
7882982591015; -0,029419951; 0,16671306; 10,208723;
7882990678172; -0,019613301; 0,16671306; 10,208723;
7883000779490; -0,029419951; 0,14709976; 10,247951;
7883010667185; -0,049033254; 0,16671306; 10,228337;
7883020737986; -0,058839902; 0,19613302; 10,287176;
7883030656199; -0,039226603; 0,18632637; 10,287176;
7883040604930; -0,029419951; 0,1372931; 10,228337;
