time;x;y;z;t_1-T_n-1;a_tot;;;
1,42764E+18;-0,0509;0,6949;10,2376;62439936;10,26129011;;;
1,42764E+18;-0,0431;0,6883;10,2065;48859904;10,2297573;;;
1,42764E+18;-0,0545;0,6889;10,2179;61400064;10,24119837;;;
1,42764E+18;-0,0425;0,6937;10,2376;61370112;10,26117098;;;
1,42764E+18;-0,0509;0,7009;10,2059;61280000;10,2300489;;;
1,42764E+18;-0,0587;0,6943;10,2119;61250048;10,23561368;;;
1,42764E+18;-0,0347;0,6829;10,2214;48519936;10,24429494;;;
1,42764E+18;-0,0593;0,6943;10,2292;62259968;10,25293492;;;
1,42764E+18;-0,0628;0,6758;10,2316;61400064;10,25410524;;;
1,42764E+18;-0,0383;0,6913;10,2370;60300032;10,26039626;;;
1,42764E+18;-0,0449;0,6794;10,2208;121740032;10,24349801;;;
1,42764E+18;-0,0419;0,7015;10,1903;60329984;10,21452404;;;
1,42764E+18;-0,0293;0,6806;10,2011;61369856;10,2238129;;;
1,42764E+18;-0,0533;0,6841;10,2436;62439936;10,26655086;;;
1,42764E+18;-0,0521;0,6800;10,2358;49170176;10,25850257;;;
1,42764E+18;-0,0557;0,6889;10,2580;61209856;10,28121622;;;
1,42764E+18;-0,0371;0,6817;10,1945;60950016;10,21734764;;;
1,42764E+18;-0,0545;0,7123;10,2388;62279936;10,26369377;;;
1,42764E+18;-0,0551;0,6985;10,2047;61220096;10,22871265;;;
1,42764E+18;-0,0670;0,6949;10,2406;63360000;10,26437003;;;
1,42764E+18;-0,0557;0,6997;10,1975;71680000;10,22163265;;;
1,42764E+18;-0,0425;0,6949;10,2280;57410048;10,25169707;;;
1,42764E+18;-0,0509;0,6871;10,2316;59170048;10,25479461;;;
1,42764E+18;-0,0533;0,6991;10,2592;61339904;10,28308461;;;
1,42764E+18;-0,0491;0,6907;10,2424;54350080;10,26577556;;;
1,42764E+18;-0,0545;0,6895;10,2346;64669952;10,25795895;;;
1,42764E+18;-0,0287;0,6746;10,2430;55879936;10,26522142;;;
1,42764E+18;-0,0533;0,6782;10,2202;61250048;10,24286116;;;
1,42764E+18;-0,0467;0,7039;10,2496;61339904;10,27382534;;;
1,42764E+18;-0,0509;0,6853;10,2053;60300032;10,2283978;;;
1,42764E+18;-0,0437;0,6859;10,2113;57400064;10,2343762;;;
1,42764E+18;-0,0401;0,6806;10,2346;92169984;10,25729313;;;
1,42764E+18;-0,0569;0,6871;10,2244;50289920;10,24766031;;;
1,42764E+18;-0,0646;0,6806;10,2388;61250048;10,26160011;;;
1,42764E+18;-0,0485;0,6782;10,2316;61459968;10,25418532;;;
1,42764E+18;-0,0622;0,6788;10,2023;61400064;10,22503531;;;
1,42764E+18;-0,0455;0,6949;10,2208;60580096;10,24454452;;;
1,42764E+18;-0,0389;0,6865;10,2065;49619968;10,22961983;;;
1,42764E+18;-0,0455;0,6913;10,2478;61100032;10,27117503;;;
1,42764E+18;-0,0509;0,7069;10,2155;62099968;10,24001476;;;
1,42764E+18;-0,0461;0,6889;10,2388;58619904;10,26205916;;;
1,42764E+18;-0,0473;0,6817;10,2610;61920000;10,28368185;;;
1,42764E+18;-0,0473;0,6704;10,2364;60519936;10,25844578;;;
1,42764E+18;-0,0503;0,6853;10,2167;61030144;10,23974217;;;
1,42764E+18;-0,0551;0,6883;10,2598;49929984;10,28296486;;;
1,42764E+18;-0,0521;0,6578;10,2268;60699904;10,24809809;;;
1,42764E+18;-0,0581;0,6806;10,2143;62170112;10,2370743;;;
1,42764E+18;-0,0527;0,6794;10,2125;61309952;10,23517364;;;
1,42764E+18;-0,0461;0,6829;10,2418;61339904;10,2646449;;;
1,42764E+18;-0,0563;0,6895;10,2202;61950208;10,24363639;;;
1,42764E+18;-0,0437;0,6901;10,2149;49249792;10,23824166;;;
1,42764E+18;-0,0401;0,7117;10,2382;60910080;10,26298852;;;
1,42764E+18;-0,0569;0,6829;10,2053;60280064;10,22826918;;;
1,42764E+18;-0,0497;0,7081;10,2370;60329984;10,26158787;;;
1,42764E+18;-0,0377;0,7105;10,2364;58409984;10,26110482;;;
1,42764E+18;-0,0467;0,6782;10,1993;70889984;10,22192631;;;
1,42764E+18;-0,0461;0,6847;10,2131;59670016;10,2360985;;;
1,42764E+18;-0,0515;0,6997;10,2454;61240064;10,26938229;;;
1,42764E+18;-0,0377;0,6967;10,2191;48950016;10,24284306;;;
1,42764E+18;-0,0605;0,6835;10,2053;61189888;10,22832977;;;
1,42764E+18;-0,0539;0,6800;10,2202;61309952;10,24298333;;;
1,42764E+18;-0,0545;0,6776;10,2526;61430016;10,27507882;;;
1,42764E+18;-0,0575;0,6949;10,2639;61860096;10,28760114;;;
1,42764E+18;-0,0533;0,6919;10,2346;60920064;10,25811388;;;
1,42764E+18;-0,0443;0,6871;10,2149;59319808;10,23804294;;;
1,42764E+18;-0,0365;0,6782;10,2250;83440128;10,24756617;;;
1,42764E+18;-0,0383;0,7069;10,1849;60849920;10,20950728;;;
1,42764E+18;-0,0509;0,6919;10,2304;62129920;10,25392232;;;
1,42764E+18;-0,0323;0,6949;10,2376;61220096;10,26121489;;;
1,42764E+18;-0,0575;0,6883;10,2406;62530048;10,2638683;;;
1,42764E+18;-0,0437;0,6835;10,2550;58959872;10,27781346;;;
1,42764E+18;-0,0383;0,6590;10,2274;62590208;10,24871205;;;
1,42764E+18;-0,0371;0,6871;10,2280;54779904;10,25115165;;;
1,42764E+18;-0,0467;0,7075;10,2226;82190080;10,2472019;;;
1,42764E+18;-0,0491;0,6895;10,2238;47820032;10,24718327;;;
1,42764E+18;-0,0521;0,7081;10,2137;57430016;10,23831181;;;
1,42764E+18;-0,0407;0,6817;10,2155;61039872;10,23826456;;;
1,42764E+18;-0,0628;0,6877;10,2089;72019968;10,23220786;;;
1,42764E+18;-0,0461;0,6865;10,2532;63470080;10,27623142;;;
1,42764E+18;-0,0323;0,7039;10,2508;63180032;10,27496379;;;
1,42764E+18;-0,0509;0,7075;10,2574;74889984;10,28185486;;;
1,42764E+18;-0,0443;0,6931;10,2627;63200000;10,28622062;;;
1,42764E+18;-0,0347;0,7009;10,2179;61890048;10,24192463;;;
1,42764E+18;-0,0317;0,6919;10,2448;63229952;10,26817741;;;
1,42764E+18;-0,0551;0,7021;10,2352;63749888;10,25941231;;;
1,42764E+18;-0,0431;0,6794;10,2274;64640000;10,25005975;;;
1,42764E+18;-0,0521;0,6901;10,2286;61060096;10,25201541;;;
1,42764E+18;-0,0640;0,6895;10,2376;75779840;10,26100044;;;
1,42764E+18;-0,0455;0,6632;10,2119;50690048;10,23348249;;;
1,42764E+18;-0,0628;0,6806;10,2161;69030144;10,23889457;;;
1,42764E+18;-0,0545;0,6931;10,1933;57519872;10,21699733;;;
1,42764E+18;-0,0563;0,6835;10,2442;54749952;10,26712363;;;
1,42764E+18;-0,0198;0,6656;10,2388;64880128;10,26043396;;;
1,42764E+18;-0,0509;0,6967;10,2298;60760064;10,25364894;;;
1,42764E+18;-0,0443;0,6847;10,2167;61979904;10,23967449;;;
1,42764E+18;-0,0371;0,6817;10,2155;74500096;10,23825091;;;
1,42764E+18;-0,0437;0,7003;10,2436;71289856;10,26759524;;;
1,42764E+18;-0,0395;0,6853;10,2304;60509952;10,25343001;;;
1,42764E+18;-0,0485;0,6907;10,2310;64819968;10,25442764;;;
1,42764E+18;-0,0425;0,6806;10,2370;73890048;10,25969247;;;
1,42764E+18;-0,0569;0,6812;10,2298;50780160;10,25263472;;;
1,42764E+18;-0,0413;0,6710;10,2274;64449792;10,24950038;;;
1,42764E+18;-0,0521;0,6877;10,2017;65670144;10,2249817;;;
1,42764E+18;-0,0455;0,6686;10,2364;63790080;10,25832047;;;
1,42764E+18;-0,0437;0,6895;10,2286;62469888;10,251936;;;
1,42764E+18;-0,0437;0,6817;10,2149;60240128;10,23768023;;;
1,42764E+18;-0,0551;0,6901;10,2167;66159872;10,2400884;;;
1,42764E+18;-0,0443;0,6883;10,2364;63660032;10,2596215;;;
1,42764E+18;-0,0491;0,6961;10,2286;63899904;10,25240531;;;
1,42764E+18;-0,0485;0,6925;10,2376;57890048;10,26111665;;;
1,42764E+18;-0,0539;0,6853;10,2262;82370048;10,24931485;;;
1,42764E+18;-0,0557;0,6800;10,2083;62409984;10,23104955;;;
1,42764E+18;-0,0317;0,6704;10,2053;56000000;10,22732873;;;
1,42764E+18;-0,0293;0,6901;10,2274;68359936;10,25073083;;;
1,42764E+18;-0,0479;0,6889;10,2149;64450048;10,23817978;;;
1,42764E+18;-0,0622;0,6949;10,2508;68509952;10,27449036;;;
1,42764E+18;-0,0485;0,7105;10,2089;60489984;10,23368363;;;
1,42764E+18;-0,0467;0,6770;10,2256;60790016;10,24812601;;;
1,42764E+18;-0,0491;0,6746;10,2651;49590016;10,28739753;;;
1,42764E+18;-0,0551;0,7027;10,2232;62040064;10,24751061;;;
1,42764E+18;-0,0509;0,6949;10,2274;62169856;10,25113862;;;
1,42764E+18;-0,0473;0,7009;10,2173;62040064;10,24137786;;;
1,42764E+18;-0,0407;0,6716;10,1795;61520128;10,20175695;;;
1,42764E+18;-0,0515;0,6734;10,2436;60310016;10,26582938;;;
1,42764E+18;-0,0461;0,7015;10,2502;61309952;10,27425598;;;
1,42764E+18;-0,0479;0,6662;10,2310;48950016;10,25280104;;;
1,42764E+18;-0,0563;0,6937;10,2191;59749888;10,24272504;;;
1,42764E+18;-0,0545;0,7093;10,2107;70280192;10,23542136;;;
1,42764E+18;-0,0730;0,6698;10,2334;73949952;10,25557206;;;
1,42764E+18;-0,0503;0,6806;10,2232;61399808;10,24599118;;;
1,42764E+18;-0,0682;0,6997;10,2125;63600128;10,23663645;;;
1,42764E+18;-0,0479;0,6901;10,2346;65370112;10,25796635;;;
1,42764E+18;-0,0353;0,6895;10,2041;64389888;10,22741856;;;
1,42764E+18;-0,0395;0,7123;10,2496;62619904;10,27437274;;;
1,42764E+18;-0,0712;0,6931;10,2268;63750144;10,25054064;;;
1,42764E+18;-0,0443;0,6961;10,2298;61649920;10,25357773;;;
1,42764E+18;-0,0377;0,7057;10,2202;65030144;10,24465182;;;
1,42764E+18;-0,0503;0,6991;10,2214;60669952;10,24544956;;;
1,42764E+18;-0,0503;0,6859;10,1963;75040000;10,21947631;;;
1,42764E+18;-0,0575;0,6859;10,2155;64419840;10,23862475;;;
1,42764E+18;-0,0515;0,6841;10,1987;64880128;10,22175149;;;
1,42764E+18;-0,0461;0,7081;10,2137;63719936;10,23828311;;;
1,42764E+18;-0,0419;0,6674;10,2364;63049984;10,25822722;;;
1,42764E+18;-0,0557;0,6931;10,2214;61469952;10,24507073;;;
1,42764E+18;-0,0425;0,7009;10,2256;76230144;10,24971716;;;
1,42764E+18;-0,0425;0,6835;10,2232;62870016;10,24615517;;;
1,42764E+18;-0,0413;0,6931;10,2191;65239808;10,24261326;;;
1,42764E+18;-0,0527;0,6961;10,2364;63140096;10,26018608;;;
1,42764E+18;-0,0365;0,6931;10,2005;68390144;10,22408379;;;
1,42764E+18;-0,0539;0,6865;10,2286;58379776;10,25178356;;;
1,42764E+18;-0,0527;0,6961;10,2298;58810112;10,25361735;;;
1,42764E+18;-0,0473;0,6800;10,2370;79099904;10,25967374;;;
1,42764E+18;-0,0449;0,6764;10,2298;61680128;10,2522583;;;
1,42764E+18;-0,0371;0,6979;10,2226;56089856;10,246506;;;
1,42764E+18;-0,0383;0,6764;10,2280;76080128;10,25043951;;;
1,42764E+18;-0,0503;0,6782;10,2346;61400064;10,25717938;;;
1,42764E+18;-0,0611;0,6740;10,2244;66769920;10,24680989;;;
1,42764E+18;-0,0587;0,6919;10,2191;62439936;10,24261702;;;
1,42764E+18;-0,0341;0,6638;10,2262;64150016;10,24781178;;;
1,42764E+18;-0,0467;0,6955;10,2526;81629952;10,27624023;;;
1,42764E+18;-0,0491;0,6955;10,1933;58690048;10,21713273;;;
1,42764E+18;-0,0658;0,6847;10,2214;60460032;10,24456756;;;
1,42764E+18;-0,0497;0,7033;10,1999;76169984;10,22423657;;;
1,42764E+18;-0,0269;0,6806;10,2292;50259968;10,25187599;;;
1,42764E+18;-0,0557;0,7111;10,2472;70560000;10,27197595;;;
1,42764E+18;-0,0664;0,6985;10,2388;59660032;10,2628181;;;
1,42764E+18;-0,0515;0,6913;10,2202;59259904;10,24373224;;;
1,42764E+18;-0,0515;0,7093;10,2388;70900224;10,26347107;;;
1,42764E+18;-0,0593;0,7003;10,2520;57399808;10,27603262;;;
1,42764E+18;-0,0467;0,6782;10,2173;58409984;10,23984363;;;
1,42764E+18;-0,0688;0,6901;10,2454;59330048;10,2688359;;;
1,42764E+18;-0,0778;0,6889;10,2155;68940032;10,23896012;;;
1,42764E+18;-0,0832;0,6704;10,2316;74370048;10,25389657;;;
1,42764E+18;-0,0431;0,6919;10,2017;58769920;10,22522259;;;
1,42764E+18;-0,0335;0,6877;10,2304;74800128;10,253569;;;
1,42764E+18;-0,0670;0,6752;10,2268;93999872;10,24931385;;;
1,42764E+18;-0,0545;0,6949;10,1933;71500032;10,2171193;;;
1,42764E+18;-0,0778;0,6835;10,2220;61189888;10,2451682;;;
1,42764E+18;-0,0587;0,6895;10,2179;61210112;10,24126179;;;
1,42764E+18;-0,0539;0,6961;10,2286;62050048;10,25242935;;;
1,42764E+18;-0,0581;0,7051;10,2430;60699904;10,26739655;;;
1,42764E+18;-0,0437;0,6770;10,2358;61000192;10,25826552;;;
1,42764E+18;-0,0443;0,6794;10,2430;49649920;10,26559254;;;
1,42764E+18;-0,0706;0,7009;10,2711;62200064;10,29525432;;;
1,42764E+18;-0,0551;0,6835;10,2472;60849920;10,27010346;;;
1,42764E+18;-0,0413;0,6829;10,1945;54080000;10,21744367;;;
1,42764E+18;-0,0497;0,6823;10,2274;60640000;10,25028834;;;
1,42764E+18;-0,0688;0,6734;10,2155;61700096;10,23786048;;;
1,42764E+18;-0,0479;0,6925;10,2316;61219840;10,25514256;;;
1,42764E+18;-0,0341;0,6835;10,2274;61190144;10,25030449;;;
1,42764E+18;-0,0587;0,6752;10,2131;76809984;10,23552664;;;
1,42764E+18;-0,0617;0,6859;10,2568;62439936;10,27985596;;;
1,42764E+18;-0,0347;0,6752;10,2250;150939904;10,24736232;;;
1,42764E+18;-0,0658;0,6817;10,1999;71810048;10,22286827;;;
1,42764E+18;-0,0389;0,7069;10,2424;110289920;10,266832;;;
1,42764E+18;-0,0736;0,6883;10,2454;93230080;10,2687486;;;
1,42764E+18;-0,0658;0,6937;10,2161;194459904;10,23979706;;;
1,42764E+18;-0,0329;0,6806;10,2274;12390144;10,25010143;;;
1,42764E+18;-0,0611;0,6829;10,2496;24780032;10,27248663;;;
1,42764E+18;-0,0694;0,6937;10,2167;61979904;10,24041839;;;
1,42764E+18;-0,0365;0,6961;10,2274;73730048;10,25115861;;;
1,42764E+18;-0,0425;0,6979;10,2316;95670016;10,25548401;;;
1,42764E+18;-0,0425;0,6829;10,2167;47909888;10,23954696;;;
1,42764E+18;-0,0359;0,6901;10,2460;70290176;10,26926464;;;
1,42764E+18;-0,0485;0,6752;10,2436;108150016;10,26593275;;;
1,42764E+18;-0,0575;0,6788;10,2610;101809920;10,28353571;;;
1,42764E+18;-0,0742;0,6710;10,2292;65920000;10,251478;;;
1,42764E+18;-0,0431;0,6871;10,2202;65149952;10,24341165;;;
1,42764E+18;-0,0742;0,6919;10,1891;257750016;10,21286031;;;
1,42764E+18;-0,0407;0,7051;10,2346;137060096;10,25895293;;;
1,42764E+18;-0,0485;0,6776;10,2202;75619840;10,24279777;;;
1,42764E+18;-0,0473;0,6925;10,2220;75290112;10,24558477;;;
1,42764E+18;-0,0491;0,6919;10,2250;125390080;10,24853891;;;
1,42764E+18;-0,0443;0,6752;10,2400;69639936;10,26233063;;;
1,42764E+18;-0,0413;0,6752;10,2232;274230016;10,24559466;;;
1,42764E+18;-0,0611;0,6794;10,2023;241149952;10,22506783;;;
1,42764E+18;-0,0437;0,7207;10,2526;169260032;10,27795914;;;
1,42764E+18;-0,0497;0,7021;10,1795;115469824;10,20385168;;;
1,42764E+18;-0,0359;0,6883;10,2173;73800192;10,2404791;;;
1,42764E+18;-0,0551;0,6877;10,1909;73389824;10,21424796;;;
1,42764E+18;-0,0569;0,6901;10,2197;62190080;10,24308337;;;
1,42764E+18;-0,0335;0,6943;10,2220;62439936;10,24565202;;;
1,42764E+18;-0,0491;0,7093;10,2137;60790016;10,23837988;;;
1,42764E+18;-0,0365;0,6865;10,2382;60280064;10,2612625;;;
1,42764E+18;-0,0509;0,6764;10,2220;60880128;10,24452232;;;
1,42764E+18;-0,0401;0,6979;10,2472;61369856;10,27100023;;;
1,42764E+18;-0,0455;0,7015;10,2484;62230016;10,27246252;;;
1,42764E+18;-0,0473;0,6895;10,2424;59990016;10,26568666;;;
1,42764E+18;-0,0413;0,6746;10,2292;70649856;10,2515282;;;
1,42764E+18;-0,0431;0,6746;10,2262;81420032;10,2485491;;;
1,42764E+18;-0,0533;0,6901;10,2442;82700032;10,2675481;;;
1,42764E+18;-0,0491;0,6835;10,2083;60460032;10,23125515;;;
1,42764E+18;-0,0443;0,7057;10,2185;61250048;10,24288645;;;
1,42764E+18;-0,0545;0,7021;10,2298;62159872;10,25403482;;;
1,42764E+18;-0,0515;0,6895;10,2083;73550080;10,23166854;;;
1,42764E+18;-0,0257;0,6967;10,2376;76199936;10,26131803;;;
1,42764E+18;-0,0329;0,6812;10,2280;61710080;10,25073787;;;
1,42764E+18;-0,0497;0,6895;10,2005;60580096;10,22389646;;;
1,42764E+18;-0,0593;0,6895;10,2274;61309952;10,25081987;;;
1,42764E+18;-0,0407;0,6800;10,2226;60120064;10,24531225;;;
1,42764E+18;-0,0611;0,6997;10,2448;62649856;10,26883716;;;
1,42764E+18;-0,0569;0,6806;10,2191;61340160;10,24184492;;;
1,42764E+18;-0,0401;0,6817;10,2472;60609792;10,26991476;;;
1,42764E+18;-0,0317;0,6788;10,2394;63379968;10,26192329;;;
1,42764E+18;-0,0551;0,6841;10,1789;63450112;10,20206188;;;
1,42764E+18;-0,0539;0,6692;10,2041;61860096;10,22614759;;;
1,42764E+18;-0,0359;0,7069;10,2208;61399808;10,24532547;;;
1,42764E+18;-0,0676;0,6674;10,1963;49800192;10,2183478;;;
1,42764E+18;-0,0425;0,6776;10,2466;69829888;10,26905042;;;
