time;x;y;z;t_1-T_n-1;a_tot;;;
1,42764E+18;-0,0329;0,6889;10,2095;60860160;10,23274597;;;
1,42764E+18;-0,0551;0,6997;10,2436;57429760;10,26760912;;;
1,42764E+18;-0,0539;0,6662;10,2574;82700032;10,27911087;;;
1,42764E+18;-0,0389;0,6674;10,2149;62140160;10,23671434;;;
1,42764E+18;-0,0491;0,6895;10,2262;60269824;10,24957182;;;
1,42764E+18;-0,0299;0,6859;10,1921;57490176;10,21521692;;;
1,42764E+18;-0,0377;0,6644;10,2053;64579840;10,22695846;;;
1,42764E+18;-0,0365;0,6800;10,2574;67379968;10,27993596;;;
1,42764E+18;-0,0467;0,6925;10,2220;59450112;10,24558203;;;
1,42764E+18;-0,0311;0,7159;10,1909;68480000;10,21607967;;;
1,42764E+18;-0,0443;0,6596;10,2376;103640064;10,2589285;;;
1,42764E+18;-0,0491;0,6794;10,2143;11500032;10,23694781;;;
1,42764E+18;-0,0527;0,7039;10,2125;45959936;10,2368318;;;
1,42764E+18;-0,0455;0,6889;10,2370;62259968;10,26026455;;;
1,42764E+18;-0,0425;0,6847;10,2059;61309952;10,22891612;;;
1,42764E+18;-0,0443;0,6668;10,2340;60329984;10,25580944;;;
1,42764E+18;-0,0245;0,6668;10,2053;49260032;10,2270742;;;
1,42764E+18;-0,0509;0,6961;10,2214;58929920;10,24524873;;;
1,42764E+18;-0,0407;0,6919;10,2185;60670208;10,24193229;;;
1,42764E+18;-0,0557;0,6662;10,2053;48919808;10,22715724;;;
1,42764E+18;-0,0694;0,6740;10,2304;61700096;10,25283515;;;
1,42764E+18;-0,0479;0,7063;10,2442;61190144;10,26862048;;;
1,42764E+18;-0,0359;0,6853;10,2562;75009792;10,27909723;;;
1,42764E+18;-0,0359;0,6841;10,2394;48590080;10,26229481;;;
1,42764E+18;-0,0575;0,6770;10,2250;61949952;10,24758308;;;
1,42764E+18;-0,0365;0,6919;10,2358;61400064;10,2592358;;;
1,42764E+18;-0,0497;0,6829;10,2238;48829952;10,24674522;;;
1,42764E+18;-0,0617;0,6931;10,2298;62160128;10,25346466;;;
1,42764E+18;-0,0341;0,6812;10,2328;159360000;10,25552018;;;
1,42764E+18;-0,0599;0,6865;10,2340;39249920;10,25719158;;;
1,42764E+18;-0,0377;0,6883;10,2334;23379968;10,25660995;;;
1,42764E+18;-0,0461;0,6859;10,2083;12450048;10,23140146;;;
1,42764E+18;-0,0551;0,6889;10,2226;61489920;10,24597916;;;
1,42764E+18;-0,0617;0,6889;10,2496;48519936;10,27288987;;;
1,42764E+18;-0,0503;0,6812;10,2011;83350016;10,22393432;;;
1,42764E+18;-0,0467;0,6967;10,1843;61640192;10,20824608;;;
1,42764E+18;-0,0628;0,6901;10,2011;76509952;10,22460594;;;
1,42764E+18;-0,0497;0,7165;10,2244;88470016;10,24963135;;;
1,42764E+18;-0,0479;0,6823;10,2532;95219968;10,27596057;;;
1,42764E+18;-0,0431;0,6853;10,1957;24989952;10,21880668;;;
1,42764E+18;-0,0515;0,6889;10,2334;49380096;10,25670999;;;
1,42764E+18;-0,0533;0,6812;10,1903;58899968;10,21319958;;;
1,42764E+18;-0,0515;0,6979;10,2310;120169984;10,25492854;;;
1,42764E+18;-0,0527;0,6812;10,2568;24879872;10,27948763;;;
1,42764E+18;-0,0431;0,6835;10,2250;73330176;10,24794965;;;
1,42764E+18;-0,0263;0,6937;10,2394;132689920;10,26290866;;;
1,42764E+18;-0,0377;0,6770;10,2430;100979968;10,26540808;;;
1,42764E+18;-0,0569;0,7075;10,2155;142060032;10,24008758;;;
1,42764E+18;-0,0329;0,6698;10,2574;148900096;10,2792558;;;
1,42764E+18;-0,0431;0,6907;10,2304;184199936;10,25380595;;;
1,42764E+18;-0,0658;0,6806;10,2322;109380096;10,25503836;;;
1,42764E+18;-0,0461;0,6883;10,2137;106169856;10,236936;;;
1,42764E+18;-0,0551;0,6913;10,2268;48460032;10,25031982;;;
1,42764E+18;-0,0581;0,6853;10,2197;215389952;10,24276858;;;
1,42764E+18;-0,0521;0,6889;10,1819;231389952;10,20535452;;;
1,42764E+18;-0,0521;0,6758;10,2304;164030208;10,25285049;;;
1,42764E+18;-0,0359;0,6925;10,2520;91729920;10,27539717;;;
1,42764E+18;-0,0449;0,6979;10,2340;49720064;10,25788264;;;
1,42764E+18;-0,0323;0,7009;10,2191;62189824;10,24311048;;;
1,42764E+18;-0,0317;0,6800;10,2424;61370112;10,26498795;;;
1,42764E+18;-0,0359;0,6758;10,2400;72760064;10,26233728;;;
1,42764E+18;-0,0257;0,6841;10,1969;61519872;10,21986232;;;
1,42764E+18;-0,0599;0,6979;10,2280;61100032;10,25198702;;;
1,42764E+18;-0,0377;0,6871;10,2197;49159936;10,24279375;;;
1,42764E+18;-0,0634;0,6949;10,2250;60940032;10,24882026;;;
1,42764E+18;-0,0479;0,6841;10,2131;61769984;10,23606671;;;
1,42764E+18;-0,0491;0,6853;10,2574;60300032;10,280346;;;
1,42764E+18;-0,0401;0,6782;10,2155;59670016;10,23802369;;;
1,42764E+18;-0,0599;0,6919;10,2214;62159872;10,24501343;;;
1,42764E+18;-0,0622;0,6943;10,2334;61580032;10,25713296;;;
1,42764E+18;-0,0539;0,6823;10,2274;48499968;10,2503095;;;
1,42764E+18;-0,0509;0,6883;10,2520;61400064;10,27517884;;;
1,42764E+18;-0,0563;0,6662;10,1951;78670080;10,2170063;;;
1,42764E+18;-0,0425;0,6901;10,2412;48770048;10,26451265;;;
1,42764E+18;-0,0425;0,6764;10,2388;61219840;10,26120748;;;
1,42764E+18;-0,0617;0,6578;10,2478;61430016;10,26905773;;;
1,42764E+18;-0,0563;0,6746;10,2280;49380096;10,25040402;;;
1,42764E+18;-0,0503;0,6853;10,2161;60699904;10,23914452;;;
1,42764E+18;-0,0455;0,6722;10,2167;62040064;10,23884688;;;
1,42764E+18;-0,0509;0,6704;10,2161;60610048;10,2381568;;;
1,42764E+18;-0,0587;0,6919;10,2520;49859840;10,27546152;;;
1,42764E+18;-0,0515;0,6686;10,2364;61310208;10,25834876;;;
1,42764E+18;-0,0431;0,6871;10,2400;61619968;10,26312006;;;
1,42764E+18;-0,0353;0,7099;10,2059;48669952;10,23060241;;;
1,42764E+18;-0,0383;0,6692;10,2394;60699904;10,26131677;;;
1,42764E+18;-0,0455;0,6895;10,2574;61500160;10,28060965;;;
1,42764E+18;-0,0515;0,6997;10,2202;75469824;10,24430117;;;
1,42764E+18;-0,0359;0,6865;10,2214;57460224;10,24453911;;;
1,42764E+18;-0,0221;0,6806;10,2304;65739776;10,25305888;;;
1,42764E+18;-0,0515;0,6979;10,2442;61210112;10,26806489;;;
1,42764E+18;-0,0545;0,6985;10,2220;59909888;10,24602675;;;
1,42764E+18;-0,0461;0,6740;10,2143;49800192;10,23657782;;;
1,42764E+18;-0,0467;0,6901;10,2346;61189888;10,25796083;;;
1,42764E+18;-0,0551;0,6764;10,2244;215180032;10,24693372;;;
1,42764E+18;-0,0563;0,6853;10,2149;36529920;10,23798137;;;
1,42764E+18;-0,0551;0,6806;10,2334;59849984;10,2561692;;;
1,42764E+18;-0,0347;0,6943;10,1981;65700096;10,22176931;;;
1,42764E+18;-0,0503;0,6883;10,2394;62099968;10,26263531;;;
1,42764E+18;-0,0670;0,6812;10,2256;65250048;10,24851655;;;
1,42764E+18;-0,0491;0,6853;10,2334;61890048;10,25645766;;;
1,42764E+18;-0,0688;0,6925;10,2334;59810048;10,25705364;;;
1,42764E+18;-0,0431;0,6901;10,1981;62199808;10,22151746;;;
1,42764E+18;-0,0503;0,6913;10,2448;48920064;10,26821118;;;
1,42764E+18;-0,0676;0,6889;10,2023;79889920;10,22575001;;;
1,42764E+18;-0,0281;0,6901;10,2286;49900032;10,25192175;;;
1,42764E+18;-0,0652;0,6919;10,2388;61400064;10,2623644;;;
1,42764E+18;-0,0611;0,6548;10,2436;62200064;10,26468149;;;
1,42764E+18;-0,0545;0,6871;10,1999;61309952;10,22316202;;;
1,42764E+18;-0,0539;0,6859;10,2262;49979904;10,2493549;;;
1,42764E+18;-0,0401;0,6889;10,2556;60890112;10,27875514;;;
1,42764E+18;-0,0521;0,6853;10,2424;60600064;10,26542925;;;
1,42764E+18;-0,0467;0,6764;10,2538;49750016;10,27615604;;;
1,42764E+18;-0,0533;0,6883;10,2232;61089792;10,24652608;;;
1,42764E+18;-0,0317;0,6871;10,2388;61740032;10,2618843;;;
1,42764E+18;-0,0611;0,6931;10,2298;49779968;10,25346108;;;
1,42764E+18;-0,0467;0,6758;10,2304;60360192;10,25282454;;;
1,42764E+18;-0,0652;0,6752;10,2202;62319872;10,24273271;;;
1,42764E+18;-0,0521;0,6949;10,2370;48950016;10,26069949;;;
1,42764E+18;-0,0581;0,6925;10,2472;62190080;10,2707214;;;
1,42764E+18;-0,0311;0,6788;10,2053;60849920;10,22787958;;;
1,42764E+18;-0,0323;0,6650;10,2286;54080000;10,25027251;;;
1,42764E+18;-0,0521;0,6794;10,2125;61740032;10,23517058;;;
1,42764E+18;-0,0581;0,6704;10,2526;58350080;10,27462735;;;
1,42764E+18;-0,0503;0,6859;10,2107;74459904;10,23380878;;;
1,42764E+18;-0,0461;0,6955;10,2083;60849920;10,23204798;;;
1,42764E+18;-0,0628;0,6853;10,2274;61309952;10,25056027;;;
1,42764E+18;-0,0658;0,6829;10,2149;49810176;10,23787849;;;
1,42764E+18;-0,0557;0,6812;10,2131;60630016;10,23590649;;;
1,42764E+18;-0,0503;0,7027;10,2173;62139904;10,24151516;;;
1,42764E+18;-0,0377;0,6883;10,2346;57430016;10,25780325;;;
1,42764E+18;-0,0497;0,7021;10,2346;58749952;10,25878722;;;
1,42764E+18;-0,0521;0,6770;10,1957;61520128;10,21828992;;;
1,42764E+18;-0,0437;0,6925;10,2077;48889856;10,23123685;;;
1,42764E+18;-0,0551;0,7081;10,2214;61400064;10,24609073;;;
1,42764E+18;-0,0395;0,6590;10,2454;62409984;10,26663636;;;
1,42764E+18;-0,0311;0,6788;10,2532;48800000;10,27565829;;;
1,42764E+18;-0,0515;0,6865;10,2125;62409984;10,2356468;;;
1,42764E+18;-0,0467;0,6979;10,2352;79160064;10,25908487;;;
1,42764E+18;-0,0682;0,7057;10,1712;49100032;10,1958469;;;
1,42764E+18;-0,0676;0,6853;10,2574;61100032;10,28045133;;;
1,42764E+18;-0,0551;0,7302;10,2167;60329984;10,24286928;;;
1,42764E+18;-0,0419;0,7003;10,2310;60879872;10,25504816;;;
1,42764E+18;-0,0605;0,6764;10,2316;49200128;10,25413031;;;
1,42764E+18;-0,0431;0,6853;10,2304;60969984;10,25344448;;;
1,42764E+18;-0,0473;0,6812;10,2574;61250048;10,28005912;;;
1,42764E+18;-0,0401;0,6800;10,1993;48950016;10,22201765;;;
1,42764E+18;-0,0407;0,6806;10,2352;61159936;10,25789316;;;
1,42764E+18;-0,0431;0,6817;10,2077;62220032;10,23051071;;;
1,42764E+18;-0,0599;0,6764;10,2274;61189888;10,249946;;;
1,42764E+18;-0,0401;0,7015;10,2232;48310016;10,2473591;;;
1,42764E+18;-0,0437;0,6823;10,2418;61370112;10,26459463;;;
1,42764E+18;-0,0473;0,6829;10,2256;62169856;10,24852588;;;
1,42764E+18;-0,0581;0,6889;10,2029;48430080;10,22628778;;;
1,42764E+18;-0,0658;0,6967;10,1993;60300032;10,2232795;;;
1,42764E+18;-0,0515;0,6740;10,2232;62199808;10,24556191;;;
1,42764E+18;-0,0688;0,6865;10,2119;60240128;10,23515217;;;
1,42764E+18;-0,0473;0,6812;10,2478;49189888;10,27050328;;;
1,42764E+18;-0,0587;0,6847;10,2358;60790016;10,2588566;;;
1,42764E+18;-0,0287;0,6877;10,2382;58320128;10,26131793;;;
1,42764E+18;-0,0515;0,6794;10,2502;70799872;10,27279322;;;
1,42764E+18;-0,0479;0,7021;10,2256;61590016;10,24982284;;;
1,42764E+18;-0,0341;0,6859;10,2412;61250048;10,26420053;;;
1,42764E+18;-0,0455;0,6877;10,2442;61489920;10,26735003;;;
1,42764E+18;-0,0485;0,6829;10,2454;49710080;10,26823943;;;
1,42764E+18;-0,0515;0,6895;10,2256;58720000;10,24898693;;;
1,42764E+18;-0,0575;0,6847;10,2149;58810112;10,23794797;;;
1,42764E+18;-0,0443;0,6985;10,2220;57859840;10,24597771;;;
1,42764E+18;-0,0557;0,6698;10,2322;63080192;10,25426873;;;
1,42764E+18;-0,0245;0,6865;10,1861;61459968;10,20927082;;;
1,42764E+18;-0,0407;0,6704;10,2232;49529856;10,24527783;;;
1,42764E+18;-0,0497;0,6931;10,2155;63510016;10,23906775;;;
1,42764E+18;-0,0395;0,6949;10,2310;74550016;10,2546722;;;
1,42764E+18;-0,0491;0,6895;10,2436;61129984;10,26689037;;;
1,42764E+18;-0,0485;0,6758;10,2232;47910144;10,24566558;;;
1,42764E+18;-0,0443;0,6806;10,2226;61309952;10,24536688;;;
1,42764E+18;-0,0539;0,6967;10,2029;62259968;10,22679201;;;
1,42764E+18;-0,0521;0,6847;10,2197;48879872;10,24269637;;;
1,42764E+18;-0,0593;0,7051;10,2101;60830208;10,2345619;;;
1,42764E+18;-0,0323;0,6835;10,2466;62219776;10,26941002;;;
1,42764E+18;-0,0473;0,6889;10,2089;61400064;10,23220464;;;
1,42764E+18;-0,0652;0,6991;10,2388;48189952;10,26285118;;;
1,42764E+18;-0,0515;0,6883;10,2310;60460032;10,25428124;;;
1,42764E+18;-0,0353;0,7051;10,2310;61580032;10,25535148;;;
1,42764E+18;-0,0407;0,6770;10,2370;54170112;10,25944759;;;
1,42764E+18;-0,0539;0,7051;10,2520;73179904;10,27633041;;;
1,42764E+18;-0,0617;0,6853;10,2322;58500096;10,25533121;;;
1,42764E+18;-0,0682;0,6841;10,2149;67170048;10,23797409;;;
1,42764E+18;-0,0527;0,7009;10,2304;62229760;10,25454114;;;
1,42764E+18;-0,0575;0,6901;10,2562;60360192;10,27951547;;;
1,42764E+18;-0,0479;0,7027;10,2430;49959936;10,26717991;;;
1,42764E+18;-0,0443;0,6967;10,2089;61890048;10,2327181;;;
1,42764E+18;-0,0497;0,6752;10,2550;72079872;10,27728675;;;
1,42764E+18;-0,0365;0,6847;10,2508;54660096;10,27368346;;;
1,42764E+18;-0,0581;0,6847;10,2376;78149888;10,26064417;;;
1,42764E+18;-0,0467;0,6847;10,2316;76750080;10,25461453;;;
1,42764E+18;-0,0634;0,6913;10,2292;73890048;10,25275776;;;
1,42764E+18;-0,0431;0,6794;10,2454;63629824;10,26797718;;;
1,42764E+18;-0,0557;0,6800;10,2107;59170048;10,23343722;;;
1,42764E+18;-0,0533;0,7027;10,2232;56489984;10,24750112;;;
1,42764E+18;-0,0461;0,7015;10,2418;57490176;10,26589614;;;
1,42764E+18;-0,0634;0,6835;10,2244;57889792;10,24745878;;;
1,42764E+18;-0,0557;0,6949;10,2214;76240128;10,24519236;;;
1,42764E+18;-0,0347;0,7027;10,2274;64910080;10,25160157;;;
1,42764E+18;-0,0670;0,6841;10,2484;77600000;10,27140978;;;
1,42764E+18;-0,0461;0,6997;10,2238;60950016;10,2478591;;;
1,42764E+18;-0,0389;0,6901;10,2250;71899904;10,24837415;;;
1,42764E+18;-0,0569;0,6901;10,2466;58380032;10,26995691;;;
1,42764E+18;-0,0521;0,6800;10,2382;67810048;10,26089128;;;
1,42764E+18;-0,0299;0,7039;10,2388;72349952;10,26301474;;;
1,42764E+18;-0,0539;0,6764;10,2268;51459840;10,24931511;;;
1,42764E+18;-0,0503;0,6847;10,2167;70490112;10,23970213;;;
1,42764E+18;-0,0515;0,6907;10,2011;50810112;10,22458278;;;
1,42764E+18;-0,0311;0,6925;10,2053;63820032;10,2288024;;;
1,42764E+18;-0,0557;0,6859;10,2316;63229952;10,25473934;;;
1,42764E+18;-0,0437;0,6973;10,2478;62469888;10,27157184;;;
1,42764E+18;-0,0473;0,6746;10,2568;61339904;10,27902725;;;
1,42764E+18;-0,0628;0,6752;10,2101;64760064;10,23256508;;;
1,42764E+18;-0,0497;0,6913;10,2232;53280000;10,24670951;;;
1,42764E+18;-0,0485;0,6925;10,2262;67720192;10,24977074;;;
1,42764E+18;-0,0479;0,6698;10,2340;52119808;10,25602059;;;
1,42764E+18;-0,0611;0,7051;10,2149;65740032;10,23935;;;
1,42764E+18;-0,0461;0,6764;10,2574;58560000;10,27973751;;;
1,42764E+18;-0,0497;0,6871;10,2418;66099968;10,26494127;;;
1,42764E+18;-0,0682;0,6949;10,2149;54569984;10,23869969;;;
1,42764E+18;-0,0413;0,6853;10,2412;69550080;10,26418693;;;
1,42764E+18;-0,0551;0,6985;10,2334;67930112;10,25737635;;;
1,42764E+18;-0,0239;0,6776;10,2322;50319872;10,25465678;;;
1,42764E+18;-0,0335;0,6692;10,2352;65159936;10,25711896;;;
1,42764E+18;-0,0670;0,7284;10,2173;60179968;10,24340925;;;
1,42764E+18;-0,0467;0,6746;10,2657;61280000;10,28798359;;;
1,42764E+18;-0,0479;0,6746;10,2185;61370112;10,24080533;;;
1,42764E+18;-0,0437;0,6961;10,2280;61250048;10,25178332;;;
1,42764E+18;-0,0377;0,6997;10,2155;48829952;10,23946447;;;
1,42764E+18;-0,0437;0,6943;10,2424;61309952;10,26599348;;;
1,42764E+18;-0,0611;0,6841;10,2101;61060096;10,23315053;;;
1,42764E+18;-0,0587;0,6794;10,2568;71810048;10,27940121;;;
1,42764E+18;-0,0491;0,6776;10,2376;65729792;10,26012046;;;
1,42764E+18;-0,0443;0,6752;10,2334;47890176;10,25576097;;;
1,42764E+18;-0,0545;0,6877;10,1927;66070016;10,21603665;;;
1,42764E+18;-0,0443;0,6991;10,2526;58349824;10,27647332;;;
1,42764E+18;-0,0664;0,7003;10,1885;62220032;10,2127803;;;
1,42764E+18;-0,0622;0,6710;10,2394;48829952;10,26155133;;;
1,42764E+18;-0,0533;0,6967;10,2053;60270080;10,22917828;;;
1,42764E+18;-0,0419;0,6788;10,2526;64910080;10,27509888;;;
1,42764E+18;-0,0437;0,6871;10,2089;63449856;10,23206793;;;
1,42764E+18;-0,0257;0,6841;10,2520;64570112;10,27480528;;;
1,42764E+18;-0,0431;0,6692;10,2155;65070080;10,23744506;;;
1,42764E+18;-0,0383;0,6871;10,2125;57829888;10,23562921;;;
1,42764E+18;-0,0545;0,6967;10,2250;67110144;10,24889053;;;
1,42764E+18;-0,0533;0,6889;10,2077;63439872;10,23103978;;;
1,42764E+18;-0,0587;0,6746;10,2244;64300032;10,24683528;;;
1,42764E+18;-0,0539;0,6800;10,1897;61920000;10,21252529;;;
1,42764E+18;-0,0539;0,6782;10,2202;78619904;10,24286429;;;
1,42764E+18;-0,0359;0,6817;10,2550;64600064;10,27766406;;;
1,42764E+18;-0,0664;0,6925;10,2202;63510016;10,24389922;;;
1,42764E+18;-0,0353;0,6955;10,2334;62589952;10,25708597;;;
1,42764E+18;-0,0736;0,6847;10,2107;62620160;10,23386992;;;
1,42764E+18;-0,0323;0,6901;10,2280;63449856;10,25133647;;;
1,42764E+18;-0,0503;0,6847;10,2244;69090048;10,24746564;;;
1,42764E+18;-0,0389;0,6746;10,2107;64150016;10,23300326;;;
1,42764E+18;-0,0455;0,6662;10,2286;59330048;10,25040022;;;
1,42764E+18;-0,0587;0,7009;10,2250;66309888;10,24919932;;;
1,42764E+18;-0,0545;0,6949;10,2490;62289920;10,2726553;;;
1,42764E+18;-0,0437;0,6871;10,2322;63080192;10,25535914;;;
1,42764E+18;-0,0419;0,6871;10,2352;59719936;10,2583369;;;
1,42764E+18;-0,0341;0,6710;10,2388;77580032;10,26082252;;;
1,42764E+18;-0,0341;0,6943;10,2232;61209856;10,24684823;;;
1,42764E+18;-0,0485;0,6871;10,2220;86800128;10,24522766;;;
1,42764E+18;-0,0413;0,6949;10,2442;61309952;10,26781594;;;
1,42764E+18;-0,0251;0,6734;10,2167;60480000;10,23885534;;;
1,42764E+18;-0,0455;0,6776;10,2334;55269888;10,2559241;;;
1,42764E+18;-0,0401;0,6925;10,2059;64820224;10,22943028;;;
1,42764E+18;-0,0766;0,6895;10,2328;58589952;10,25630956;;;
1,42764E+18;-0,0658;0,6853;10,2077;57499904;10,23087175;;;
1,42764E+18;-0,0575;0,6829;10,2119;72509952;10,23484174;;;
1,42764E+18;-0,0640;0,7033;10,2280;51170048;10,25238047;;;
1,42764E+18;-0,0617;0,6835;10,2544;65309952;10,27730782;;;
1,42764E+18;-0,0617;0,7063;10,2167;62720000;10,24122778;;;
1,42764E+18;-0,0730;0,6656;10,2113;65030144;10,23319964;;;
1,42764E+18;-0,0581;0,6728;10,1957;58739968;10,21804546;;;
1,42764E+18;-0,0371;0,6788;10,2191;58380032;10,24163515;;;
1,42764E+18;-0,0766;0,6823;10,2400;59360000;10,26299607;;;
1,42764E+18;-0,0455;0,6937;10,2454;69799936;10,26894794;;;
1,42764E+18;-0,0581;0,7081;10,2232;72199936;10,24789794;;;
1,42764E+18;-0,0389;0,6782;10,2448;83590144;10,26728363;;;
1,42764E+18;-0,0557;0,6835;10,2286;82149888;10,25159317;;;
1,42764E+18;-0,0706;0,7087;10,2598;65609984;10,28444226;;;
1,42764E+18;-0,0407;0,6931;10,2232;72730112;10,24679123;;;
1,42764E+18;-0,0557;0,6925;10,2113;61799936;10,2348777;;;
1,42764E+18;-0,0449;0,6704;10,2418;49070080;10,26381096;;;
1,42764E+18;-0,0461;0,6835;10,2220;75859968;10,24497637;;;
1,42764E+18;-0,0353;0,7087;10,2376;77120000;10,26216626;;;
1,42764E+18;-0,0431;0,6800;10,2544;49779968;10,27697503;;;
1,42764E+18;-0,0341;0,6752;10,2125;61489920;10,23481772;;;
1,42764E+18;-0,0323;0,6859;10,2089;61520128;10,23194536;;;
1,42764E+18;-0,0371;0,6752;10,2388;60369920;10,26110774;;;
1,42764E+18;-0,0509;0,7033;10,2161;48819968;10,24036504;;;
1,42764E+18;-0,0515;0,6883;10,2490;61280000;10,27219658;;;
1,42764E+18;-0,0503;0,6722;10,2220;76819968;10,24424359;;;
1,42764E+18;-0,0563;0,6722;10,1999;61400064;10,22217688;;;
1,42764E+18;-0,0221;0,6889;10,1999;49769984;10,22316176;;;
1,42764E+18;-0,0383;0,6889;10,2226;73120000;10,24590279;;;
1,42764E+18;-0,0455;0,6788;10,2191;102390016;10,24166894;;;
1,42764E+18;-0,0664;0,6853;10,2298;70340096;10,25297151;;;
1,42764E+18;-0,0479;0,6806;10,2418;99699968;10,2644941;;;
1,42764E+18;-0,0395;0,6913;10,2292;78070016;10,25263755;;;
1,42764E+18;-0,0545;0,6883;10,2041;73699840;10,22742199;;;
1,42764E+18;-0,0617;0,6841;10,2400;92649984;10,26301481;;;
1,42764E+18;-0,0329;0,6901;10,2119;83160064;10,23521518;;;
1,42764E+18;-0,0676;0,6752;10,1724;69060096;10,19496992;;;
1,42764E+18;-0,0449;0,6823;10,2328;61280000;10,25564126;;;
1,42764E+18;-0,0503;0,6925;10,1921;71529984;10,21574102;;;
1,42764E+18;-0,0533;0,7015;10,2346;74309888;10,25876429;;;
1,42764E+18;-0,0479;0,6764;10,2185;58470144;10,24092377;;;
1,42764E+18;-0,0269;0,6859;10,2412;164069888;10,26417917;;;
1,42764E+18;-0,0557;0,6812;10,2155;117180160;10,23829515;;;
1,42764E+18;-0,0497;0,6704;10,2370;123479808;10,25905481;;;
1,42764E+18;-0,0473;0,6728;10,2388;103090176;10,26099233;;;
1,42764E+18;-0,0599;0,7033;10,2185;48310016;10,24280089;;;
1,42764E+18;-0,0419;0,6841;10,2436;72539904;10,26649815;;;
1,42764E+18;-0,0407;0,6913;10,2406;127379968;10,26398929;;;
1,42764E+18;-0,0347;0,6883;10,1873;57459968;10,21061503;;;
1,42764E+18;-0,0491;0,6853;10,2191;209929984;10,24212397;;;
1,42764E+18;-0,0581;0,6770;10,2286;109380096;10,25116955;;;
1,42764E+18;-0,0317;0,6901;10,2244;226589952;10,24775276;;;
1,42764E+18;-0,0503;0,7057;10,2143;109339904;10,23873509;;;
1,42764E+18;-0,0497;0,6949;10,2238;127290112;10,24755005;;;
1,42764E+18;-0,0311;0,6859;10,2442;113440000;10,26717632;;;
1,42764E+18;-0,0431;0,7039;10,1945;60940032;10,21887273;;;
1,42764E+18;-0,0269;0,6650;10,2448;61280000;10,26638389;;;
1,42764E+18;-0,0628;0,6937;10,1975;60879872;10,22126631;;;
1,42764E+18;-0,0599;0,6919;10,1897;62040064;10,21336263;;;
1,42764E+18;-0,0491;0,6901;10,2352;62140160;10,25856964;;;
1,42764E+18;-0,0539;0,7057;10,2197;61399808;10,24412748;;;
1,42764E+18;-0,0371;0,6859;10,2173;72019968;10,24032272;;;
1,42764E+18;-0,0371;0,6829;10,2484;60760064;10,27117839;;;
1,42764E+18;-0,0365;0,6752;10,2298;62500096;10,25214613;;;
1,42764E+18;-0,0377;0,7039;10,2131;82149888;10,23736332;;;
1,42764E+18;-0,0640;0,6913;10,2460;71320064;10,26948207;;;
1,42764E+18;-0,0497;0,6782;10,2250;62080000;10,24762155;;;
1,42764E+18;-0,0569;0,6859;10,2101;73540096;10,2332466;;;
1,42764E+18;-0,0581;0,6937;10,2250;62049792;10,24870723;;;
1,42764E+18;-0,0317;0,6901;10,2406;73420032;10,26387706;;;
1,42764E+18;-0,0587;0,6937;10,1957;61129984;10,21944958;;;
1,42764E+18;-0,0443;0,6728;10,2179;61190144;10,24007485;;;
1,42764E+18;-0,0557;0,6847;10,2538;74459904;10,27675569;;;
1,42764E+18;-0,0515;0,6949;10,2520;60910080;10,27562498;;;
1,42764E+18;-0,0551;0,7039;10,2346;60920064;10,25893777;;;
1,42764E+18;-0,0419;0,6859;10,2220;62369792;10,2451184;;;
1,42764E+18;-0,0563;0,6752;10,2352;61310208;10,25761073;;;
1,42764E+18;-0,0515;0,7099;10,1957;48679936;10,22052064;;;
1,42764E+18;-0,0634;0,6943;10,2059;61059840;10,22967015;;;
1,42764E+18;-0,0515;0,6991;10,2532;61280000;10,27710439;;;
1,42764E+18;-0,0545;0,6704;10,2304;73190144;10,25250929;;;
1,42764E+18;-0,0431;0,6704;10,2322;58830080;10,25424732;;;
1,42764E+18;-0,0329;0,6901;10,2352;60369920;10,25850505;;;
1,42764E+18;-0,0521;0,6919;10,2621;59929856;10,28557884;;;
1,42764E+18;-0,0455;0,6686;10,2627;63360000;10,28460136;;;
1,42764E+18;-0,0652;0,6812;10,2621;58960128;10,28493478;;;
1,42764E+18;-0,0365;0,6949;10,2448;57430016;10,26839541;;;
1,42764E+18;-0,0611;0,6937;10,2226;76750080;10,24633615;;;
1,42764E+18;-0,0581;0,6925;10,2226;68759808;10,24623778;;;
1,42764E+18;-0,0293;0,6925;10,2185;84499968;10,24193386;;;
1,42764E+18;-0,0329;0,6865;10,2400;69769984;10,26304232;;;
1,42764E+18;-0,0473;0,6740;10,2173;72140032;10,23956975;;;
1,42764E+18;-0,0521;0,7117;10,2155;62650112;10,24035244;;;
1,42764E+18;-0,0425;0,6847;10,2017;75259904;10,22473656;;;
1,42764E+18;-0,0467;0,6698;10,2472;62320128;10,26915486;;;
1,42764E+18;-0,0425;0,6812;10,2520;62279936;10,2746621;;;
1,42764E+18;-0,0359;0,6883;10,1945;60209920;10,2177848;;;
1,42764E+18;-0,0359;0,6937;10,2226;72700160;10,2462172;;;
1,42764E+18;-0,0389;0,6883;10,2370;60600064;10,26019731;;;
1,42764E+18;-0,0611;0,6871;10,2442;60369920;10,2673907;;;
1,42764E+18;-0,0515;0,6985;10,1969;49859840;10,22093123;;;
1,42764E+18;-0,0491;0,6728;10,2310;60670208;10,25323661;;;
1,42764E+18;-0,0575;0,6883;10,2256;61679872;10,24893827;;;
1,42764E+18;-0,0413;0,6752;10,2346;75800064;10,25694187;;;
